sample	locus	read_count	molecule_count
T21-10-3_S6_R1_001	chr3_123028610	2652	476
T21-10-3_S6_R1_001	chr3_126158628	3088	505
T21-10-3_S6_R1_001	chr3_128496786	2758	509
T21-10-3_S6_R1_001	chr3_129975369	3048	534
T21-10-3_S6_R1_001	chr3_13021664	2997	490
T21-10-3_S6_R1_001	chr3_132904228	2889	488
T21-10-3_S6_R1_001	chr3_135013488	2724	442
T21-10-3_S6_R1_001	chr3_138920203	3121	489
T21-10-3_S6_R1_001	chr3_139536560	3296	513
T21-10-3_S6_R1_001	chr3_141077108	3047	530
T21-10-3_S6_R1_001	chr3_142579019	2726	458
T21-10-3_S6_R1_001	chr3_14401969	3075	476
T21-10-3_S6_R1_001	chr3_14729485	2838	478
T21-10-3_S6_R1_001	chr3_147405373	2529	617
T21-10-3_S6_R1_001	chr3_150409527	2869	559
T21-10-3_S6_R1_001	chr3_15332827	2703	410
T21-10-3_S6_R1_001	chr3_155744602	2757	514
T21-10-3_S6_R1_001	chr3_158103833	2704	486
T21-10-3_S6_R1_001	chr3_16878779	2896	507
T21-10-3_S6_R1_001	chr3_169661783	2495	428
T21-10-3_S6_R1_001	chr3_171977552	2488	513
T21-10-3_S6_R1_001	chr3_178480430	2431	408
T21-10-3_S6_R1_001	chr3_182242046	3080	530
T21-10-3_S6_R1_001	chr3_184260793	3024	477
T21-10-3_S6_R1_001	chr3_186000600	2911	463
T21-10-3_S6_R1_001	chr3_188214075	2853	451
T21-10-3_S6_R1_001	chr3_194304458	2765	487
T21-10-3_S6_R1_001	chr3_195867678	1358	215
T21-10-3_S6_R1_001	chr3_20111719	3001	475
T21-10-3_S6_R1_001	chr3_24182831	2921	459
T21-10-3_S6_R1_001	chr3_25782941	2700	482
T21-10-3_S6_R1_001	chr3_27720641	3068	522
T21-10-3_S6_R1_001	chr3_3027789	3399	548
T21-10-3_S6_R1_001	chr3_32238102	2701	444
T21-10-3_S6_R1_001	chr3_32384446	3243	556
T21-10-3_S6_R1_001	chr3_3731695	1262	223
T21-10-3_S6_R1_001	chr3_40453126	3394	568
T21-10-3_S6_R1_001	chr3_43290099	3128	512
T21-10-3_S6_R1_001	chr3_45046133	2999	509
T21-10-3_S6_R1_001	chr3_46488803	3121	506
T21-10-3_S6_R1_001	chr3_47282335	2924	489
T21-10-3_S6_R1_001	chr3_4867857	2867	506
T21-10-3_S6_R1_001	chr3_49014085	2828	506
T21-10-3_S6_R1_001	chr3_50337481	3288	526
T21-10-3_S6_R1_001	chr3_53098154	3175	543
T21-10-3_S6_R1_001	chr3_53515458	2786	470
T21-10-3_S6_R1_001	chr3_56683639	3269	609
T21-10-3_S6_R1_001	chr3_58042820	2856	493
T21-10-3_S6_R1_001	chr3_60912347	2826	467
T21-10-3_S6_R1_001	chr3_67380028	2761	460
T21-10-3_S6_R1_001	chr3_7146517	3550	565
T21-10-3_S6_R1_001	chr3_72848124	3336	549
T21-10-3_S6_R1_001	chr3_84958783	2454	471
T21-10-3_S6_R1_001	chr3_86345977	3219	555
T21-10-3_S6_R1_001	chr3_99795987	2917	493
T21-10-3_S6_R1_001	unmatched	351618	36237
T21-20-1_S7_R1_001	chr2_100955305	3796	498
T21-20-1_S7_R1_001	chr2_101085535	3616	467
T21-20-1_S7_R1_001	chr2_102305387	2384	308
T21-20-1_S7_R1_001	chr2_103792960	4038	514
T21-20-1_S7_R1_001	chr2_104792858	4019	505
T21-20-1_S7_R1_001	chr2_108565153	3804	508
T21-20-1_S7_R1_001	chr2_112647051	4224	618
T21-20-1_S7_R1_001	chr2_11406302	4279	534
T21-20-1_S7_R1_001	chr21_14788887	4424	529
T21-20-1_S7_R1_001	chr21_14853307	3633	446
T21-20-1_S7_R1_001	chr2_115162453	4412	619
T21-20-1_S7_R1_001	chr2_115162508	0	0
T21-20-1_S7_R1_001	chr21_15494467	4463	701
T21-20-1_S7_R1_001	chr21_15967507	4035	523
T21-20-1_S7_R1_001	chr21_16486166	5408	746
T21-20-1_S7_R1_001	chr2_118224692	3923	565
T21-20-1_S7_R1_001	chr21_18477249	4715	546
T21-20-1_S7_R1_001	chr21_18745264	4134	522
T21-20-1_S7_R1_001	chr21_20262845	3751	457
T21-20-1_S7_R1_001	chr2_120868127	3962	612
T21-20-1_S7_R1_001	chr21_21027729	3298	408
T21-20-1_S7_R1_001	chr21_23049826	4974	630
T21-20-1_S7_R1_001	chr21_24075508	4159	493
T21-20-1_S7_R1_001	chr21_24738544	4820	573
T21-20-1_S7_R1_001	chr21_24844831	4886	688
T21-20-1_S7_R1_001	chr2_125311103	3842	494
T21-20-1_S7_R1_001	chr21_25447962	3766	437
T21-20-1_S7_R1_001	chr21_25930186	3684	506
T21-20-1_S7_R1_001	chr21_26206777	4772	654
T21-20-1_S7_R1_001	chr21_26381471	3914	470
T21-20-1_S7_R1_001	chr21_26966048	4897	587
T21-20-1_S7_R1_001	chr21_27008952	3650	490
T21-20-1_S7_R1_001	chr21_28545265	3975	530
T21-20-1_S7_R1_001	chr21_29073899	4715	653
T21-20-1_S7_R1_001	chr21_29121792	5104	639
T21-20-1_S7_R1_001	chr21_29364391	2463	331
T21-20-1_S7_R1_001	chr21_31120259	4688	662
T21-20-1_S7_R1_001	chr21_31423663	4745	560
T21-20-1_S7_R1_001	chr21_31657263	4774	581
T21-20-1_S7_R1_001	chr21_31658073	0	0
T21-20-1_S7_R1_001	chr21_31779400	4666	615
T21-20-1_S7_R1_001	chr21_31956365	4287	523
T21-20-1_S7_R1_001	chr21_32338779	4385	578
T21-20-1_S7_R1_001	chr21_32476741	5385	761
T21-20-1_S7_R1_001	chr21_32848925	1949	261
T21-20-1_S7_R1_001	chr21_32881012	5214	753
T21-20-1_S7_R1_001	chr21_33024001	4853	595
T21-20-1_S7_R1_001	chr21_33047975	4911	630
T21-20-1_S7_R1_001	chr21_33127293	4752	598
T21-20-1_S7_R1_001	chr21_33533637	4676	605
T21-20-1_S7_R1_001	chr21_33550726	4339	564
T21-20-1_S7_R1_001	chr21_33588250	4393	555
T21-20-1_S7_R1_001	chr21_33880709	4565	590
T21-20-1_S7_R1_001	chr21_33915819	4542	647
T21-20-1_S7_R1_001	chr21_34074498	4685	705
T21-20-1_S7_R1_001	chr21_34761453	4818	649
T21-20-1_S7_R1_001	chr21_35048563	5730	616
T21-20-1_S7_R1_001	chr2_135073864	4405	568
T21-20-1_S7_R1_001	chr21_35205270	4760	549
T21-20-1_S7_R1_001	chr2_135789621	3856	517
T21-20-1_S7_R1_001	chr21_36278065	5347	653
T21-20-1_S7_R1_001	chr21_36460959	4429	573
T21-20-1_S7_R1_001	chr21_36708786	4063	520
T21-20-1_S7_R1_001	chr21_36756660	5032	623
T21-20-1_S7_R1_001	chr21_36881369	4163	535
T21-20-1_S7_R1_001	chr21_37006742	4929	639
T21-20-1_S7_R1_001	chr21_38567086	4482	1074
T21-20-1_S7_R1_001	chr21_38759623	4569	520
T21-20-1_S7_R1_001	chr21_39062244	4004	503
T21-20-1_S7_R1_001	chr21_39444854	4876	748
T21-20-1_S7_R1_001	chr21_40016085	4458	566
T21-20-1_S7_R1_001	chr21_40178954	4398	587
T21-20-1_S7_R1_001	chr21_40426887	4831	620
T21-20-1_S7_R1_001	chr21_40995931	4400	573
T21-20-1_S7_R1_001	chr21_41225949	4159	569
T21-20-1_S7_R1_001	chr21_41506859	3772	499
T21-20-1_S7_R1_001	chr21_41724413	5454	751
T21-20-1_S7_R1_001	chr21_41768876	4187	499
T21-20-1_S7_R1_001	chr21_41943683	4159	521
T21-20-1_S7_R1_001	chr21_42090223	4833	600
T21-20-1_S7_R1_001	chr21_42138015	5117	667
T21-20-1_S7_R1_001	chr21_42219346	4854	679
T21-20-1_S7_R1_001	chr21_42254610	4074	640
T21-20-1_S7_R1_001	chr21_42344471	4750	659
T21-20-1_S7_R1_001	chr21_42360636	4175	552
T21-20-1_S7_R1_001	chr21_42658507	5342	759
T21-20-1_S7_R1_001	chr21_43273281	5426	718
T21-20-1_S7_R1_001	chr21_43303475	4900	689
T21-20-1_S7_R1_001	chr21_43319469	5012	659
T21-20-1_S7_R1_001	chr21_43770202	4810	671
T21-20-1_S7_R1_001	chr21_43812691	3731	565
T21-20-1_S7_R1_001	chr21_43856906	4813	615
T21-20-1_S7_R1_001	chr21_43957875	4509	627
T21-20-1_S7_R1_001	chr21_43982821	4184	743
T21-20-1_S7_R1_001	chr21_44326763	4141	622
T21-20-1_S7_R1_001	chr21_44504844	4844	615
T21-20-1_S7_R1_001	chr21_44527351	4047	549
T21-20-1_S7_R1_001	chr21_44664502	4705	553
T21-20-1_S7_R1_001	chr21_44708346	4220	546
T21-20-1_S7_R1_001	chr21_44711236	4954	666
T21-20-1_S7_R1_001	chr21_44771421	4582	601
T21-20-1_S7_R1_001	chr21_44855283	4587	605
T21-20-1_S7_R1_001	chr21_45027814	4553	588
T21-20-1_S7_R1_001	chr21_45056373	4532	586
T21-20-1_S7_R1_001	chr2_145245523	4346	521
T21-20-1_S7_R1_001	chr21_45254594	1827	236
T21-20-1_S7_R1_001	chr21_45282802	5078	698
T21-20-1_S7_R1_001	chr21_45828339	4169	594
T21-20-1_S7_R1_001	chr21_45982832	4406	661
T21-20-1_S7_R1_001	chr21_46125933	4448	644
T21-20-1_S7_R1_001	chr21_46126070	257	37
T21-20-1_S7_R1_001	chr21_46370078	5009	619
T21-20-1_S7_R1_001	chr21_46377989	4062	578
T21-20-1_S7_R1_001	chr21_46415136	4035	493
T21-20-1_S7_R1_001	chr21_46667540	4442	613
T21-20-1_S7_R1_001	chr2_152334950	4504	569
T21-20-1_S7_R1_001	chr2_15474108	4205	681
T21-20-1_S7_R1_001	chr2_158212563	4205	553
T21-20-1_S7_R1_001	chr2_163017782	4138	547
T21-20-1_S7_R1_001	chr2_167231349	3553	437
T21-20-1_S7_R1_001	chr2_17124032	4257	573
T21-20-1_S7_R1_001	chr2_176099389	3815	520
T21-20-1_S7_R1_001	chr2_177249947	3583	466
T21-20-1_S7_R1_001	chr2_178250714	3561	480
T21-20-1_S7_R1_001	chr2_17931415	3897	509
T21-20-1_S7_R1_001	chr2_190246811	4108	521
T21-20-1_S7_R1_001	chr2_190952120	3110	433
T21-20-1_S7_R1_001	chr2_19240391	3988	495
T21-20-1_S7_R1_001	chr2_197051977	4241	525
T21-20-1_S7_R1_001	chr2_198064874	4068	523
T21-20-1_S7_R1_001	chr2_199463719	4396	591
T21-20-1_S7_R1_001	chr2_202868115	4259	517
T21-20-1_S7_R1_001	chr2_20646683	3836	531
T21-20-1_S7_R1_001	chr2_21608302	3667	545
T21-20-1_S7_R1_001	chr2_216848171	4357	581
T21-20-1_S7_R1_001	chr2_218819411	4421	529
T21-20-1_S7_R1_001	chr2_223957413	5506	776
T21-20-1_S7_R1_001	chr2_225082160	4304	536
T21-20-1_S7_R1_001	chr2_227759997	3982	526
T21-20-1_S7_R1_001	chr2_230722965	4703	546
T21-20-1_S7_R1_001	chr2_232372794	276	36
T21-20-1_S7_R1_001	chr2_233308485	4884	567
T21-20-1_S7_R1_001	chr2_23401307	3604	640
T21-20-1_S7_R1_001	chr2_235577831	3832	482
T21-20-1_S7_R1_001	chr2_237660339	3582	452
T21-20-1_S7_R1_001	chr2_238789650	3965	481
T21-20-1_S7_R1_001	chr2_239581665	4355	570
T21-20-1_S7_R1_001	chr2_240800370	4699	640
T21-20-1_S7_R1_001	chr2_24425782	4397	708
T21-20-1_S7_R1_001	chr2_24739837	3995	478
T21-20-1_S7_R1_001	chr2_2795811	3735	518
T21-20-1_S7_R1_001	chr2_30766193	4968	655
T21-20-1_S7_R1_001	chr2_31198935	4293	579
T21-20-1_S7_R1_001	chr2_3323538	3355	487
T21-20-1_S7_R1_001	chr2_39665236	3678	457
T21-20-1_S7_R1_001	chr2_42844903	4231	509
T21-20-1_S7_R1_001	chr2_46512548	4062	578
T21-20-1_S7_R1_001	chr2_47653669	3274	391
T21-20-1_S7_R1_001	chr2_59344696	3230	488
T21-20-1_S7_R1_001	chr2_68077544	3998	523
T21-20-1_S7_R1_001	chr2_70411829	4766	618
T21-20-1_S7_R1_001	chr2_71830719	3989	498
T21-20-1_S7_R1_001	chr2_78404591	4107	503
T21-20-1_S7_R1_001	chr2_82461489	3705	447
T21-20-1_S7_R1_001	chr2_88350766	4214	553
T21-20-1_S7_R1_001	chr2_94878207	4277	559
T21-20-1_S7_R1_001	chr2_96661714	4888	563
T21-20-1_S7_R1_001	chr3_10115503	3591	518
T21-20-1_S7_R1_001	chr3_102471124	4414	551
T21-20-1_S7_R1_001	chr3_108590104	4049	536
T21-20-1_S7_R1_001	chr3_115933119	4062	542
T21-20-1_S7_R1_001	chr3_11643325	4840	602
T21-20-1_S7_R1_001	chr3_123028610	4391	583
T21-20-1_S7_R1_001	chr3_126158628	4521	586
T21-20-1_S7_R1_001	chr3_128496786	4474	619
T21-20-1_S7_R1_001	chr3_129975369	4234	569
T21-20-1_S7_R1_001	chr3_13021664	4636	563
T21-20-1_S7_R1_001	chr3_132904228	3480	459
T21-20-1_S7_R1_001	chr3_135013488	3749	474
T21-20-1_S7_R1_001	chr3_138920203	4107	496
T21-20-1_S7_R1_001	chr3_139536560	5012	580
T21-20-1_S7_R1_001	chr3_141077108	4801	611
T21-20-1_S7_R1_001	chr3_142579019	3853	504
T21-20-1_S7_R1_001	chr3_14401969	4032	489
T21-20-1_S7_R1_001	chr3_14729485	3430	464
T21-20-1_S7_R1_001	chr3_147405373	3740	645
T21-20-1_S7_R1_001	chr3_150409527	4219	580
T21-20-1_S7_R1_001	chr3_15332827	3524	430
T21-20-1_S7_R1_001	chr3_155744602	4302	585
T21-20-1_S7_R1_001	chr3_158103833	3543	468
T21-20-1_S7_R1_001	chr3_16878779	4060	539
T21-20-1_S7_R1_001	chr3_169661783	3672	461
T21-20-1_S7_R1_001	chr3_171977552	3551	538
T21-20-1_S7_R1_001	chr3_178480430	3617	503
T21-20-1_S7_R1_001	chr3_182242046	4260	547
T21-20-1_S7_R1_001	chr3_184260793	4340	530
T21-20-1_S7_R1_001	chr3_186000600	4262	555
T21-20-1_S7_R1_001	chr3_188214075	4424	510
T21-20-1_S7_R1_001	chr3_194304458	3896	544
T21-20-1_S7_R1_001	chr3_195867678	2070	256
T21-20-1_S7_R1_001	chr3_20111719	3973	479
T21-20-1_S7_R1_001	chr3_24182831	4059	498
T21-20-1_S7_R1_001	chr3_25782941	3996	558
T21-20-1_S7_R1_001	chr3_27720641	4323	575
T21-20-1_S7_R1_001	chr3_3027789	4552	527
T21-20-1_S7_R1_001	chr3_32238102	3867	498
T21-20-1_S7_R1_001	chr3_32384446	4581	637
T21-20-1_S7_R1_001	chr3_3731695	2324	297
T21-20-1_S7_R1_001	chr3_40453126	5467	707
T21-20-1_S7_R1_001	chr3_43290099	4447	558
T21-20-1_S7_R1_001	chr3_45046133	4080	533
T21-20-1_S7_R1_001	chr3_46488803	4279	563
T21-20-1_S7_R1_001	chr3_47282335	4355	577
T21-20-1_S7_R1_001	chr3_4867857	3814	509
T21-20-1_S7_R1_001	chr3_49014085	4078	548
T21-20-1_S7_R1_001	chr3_50337481	4395	555
T21-20-1_S7_R1_001	chr3_53098154	4787	626
T21-20-1_S7_R1_001	chr3_53515458	4233	527
T21-20-1_S7_R1_001	chr3_56683639	4085	576
T21-20-1_S7_R1_001	chr3_58042820	4281	563
T21-20-1_S7_R1_001	chr3_60912347	3850	487
T21-20-1_S7_R1_001	chr3_67380028	4345	549
T21-20-1_S7_R1_001	chr3_7146517	5246	618
T21-20-1_S7_R1_001	chr3_72848124	4659	595
T21-20-1_S7_R1_001	chr3_84958783	3495	512
T21-20-1_S7_R1_001	chr3_86345977	4489	606
T21-20-1_S7_R1_001	chr3_99795987	4271	558
T21-20-1_S7_R1_001	unmatched	469014	36262
T21-20-2_S8_R1_001	chr2_100955305	4057	587
T21-20-2_S8_R1_001	chr2_101085535	3460	476
T21-20-2_S8_R1_001	chr2_102305387	2582	318
T21-20-2_S8_R1_001	chr2_103792960	3618	474
T21-20-2_S8_R1_001	chr2_104792858	3427	438
T21-20-2_S8_R1_001	chr2_108565153	3781	530
T21-20-2_S8_R1_001	chr2_112647051	3999	653
T21-20-2_S8_R1_001	chr2_11406302	4184	560
T21-20-2_S8_R1_001	chr21_14788887	4357	533
T21-20-2_S8_R1_001	chr21_14853307	3674	470
T21-20-2_S8_R1_001	chr2_115162453	4062	592
T21-20-2_S8_R1_001	chr2_115162508	0	0
T21-20-2_S8_R1_001	chr21_15494467	4987	841
T21-20-2_S8_R1_001	chr21_15967507	3819	520
T21-20-2_S8_R1_001	chr21_16486166	4698	690
T21-20-2_S8_R1_001	chr2_118224692	4001	624
T21-20-2_S8_R1_001	chr21_18477249	4422	570
T21-20-2_S8_R1_001	chr21_18745264	4336	527
T21-20-2_S8_R1_001	chr21_20262845	3252	410
T21-20-2_S8_R1_001	chr2_120868127	4040	685
T21-20-2_S8_R1_001	chr21_21027729	3253	397
T21-20-2_S8_R1_001	chr21_23049826	4571	602
T21-20-2_S8_R1_001	chr21_24075508	4099	502
T21-20-2_S8_R1_001	chr21_24738544	4762	566
T21-20-2_S8_R1_001	chr21_24844831	4422	620
T21-20-2_S8_R1_001	chr2_125311103	3810	500
T21-20-2_S8_R1_001	chr21_25447962	3473	412
T21-20-2_S8_R1_001	chr21_25930186	3717	495
T21-20-2_S8_R1_001	chr21_26206777	4198	588
T21-20-2_S8_R1_001	chr21_26381471	4478	530
T21-20-2_S8_R1_001	chr21_26966048	4809	599
T21-20-2_S8_R1_001	chr21_27008952	3406	466
T21-20-2_S8_R1_001	chr21_28545265	3808	515
T21-20-2_S8_R1_001	chr21_29073899	4324	598
T21-20-2_S8_R1_001	chr21_29121792	4994	617
T21-20-2_S8_R1_001	chr21_29364391	2416	310
T21-20-2_S8_R1_001	chr21_31120259	4144	596
T21-20-2_S8_R1_001	chr21_31423663	4806	572
T21-20-2_S8_R1_001	chr21_31657263	4618	576
T21-20-2_S8_R1_001	chr21_31658073	5	1
T21-20-2_S8_R1_001	chr21_31779400	4561	644
T21-20-2_S8_R1_001	chr21_31956365	3999	488
T21-20-2_S8_R1_001	chr21_32338779	4933	627
T21-20-2_S8_R1_001	chr21_32476741	4840	704
T21-20-2_S8_R1_001	chr21_32848925	1717	263
T21-20-2_S8_R1_001	chr21_32881012	5382	815
T21-20-2_S8_R1_001	chr21_33024001	4279	550
T21-20-2_S8_R1_001	chr21_33047975	4576	571
T21-20-2_S8_R1_001	chr21_33127293	4376	573
T21-20-2_S8_R1_001	chr21_33533637	4738	618
T21-20-2_S8_R1_001	chr21_33550726	4039	528
T21-20-2_S8_R1_001	chr21_33588250	4280	561
T21-20-2_S8_R1_001	chr21_33880709	5113	659
T21-20-2_S8_R1_001	chr21_33915819	4043	634
T21-20-2_S8_R1_001	chr21_34074498	4813	771
T21-20-2_S8_R1_001	chr21_34761453	4606	644
T21-20-2_S8_R1_001	chr21_35048563	5419	623
T21-20-2_S8_R1_001	chr2_135073864	3961	533
T21-20-2_S8_R1_001	chr21_35205270	4406	525
T21-20-2_S8_R1_001	chr2_135789621	4103	546
T21-20-2_S8_R1_001	chr21_36278065	4923	614
T21-20-2_S8_R1_001	chr21_36460959	4870	625
T21-20-2_S8_R1_001	chr21_36708786	4754	610
T21-20-2_S8_R1_001	chr21_36756660	4734	619
T21-20-2_S8_R1_001	chr21_36881369	4330	529
T21-20-2_S8_R1_001	chr21_37006742	4962	665
T21-20-2_S8_R1_001	chr21_38567086	3745	894
T21-20-2_S8_R1_001	chr21_38759623	4273	507
T21-20-2_S8_R1_001	chr21_39062244	4284	537
T21-20-2_S8_R1_001	chr21_39444854	4251	717
T21-20-2_S8_R1_001	chr21_40016085	4535	575
T21-20-2_S8_R1_001	chr21_40178954	4717	606
T21-20-2_S8_R1_001	chr21_40426887	4792	626
T21-20-2_S8_R1_001	chr21_40995931	3944	517
T21-20-2_S8_R1_001	chr21_41225949	4301	558
T21-20-2_S8_R1_001	chr21_41506859	3736	497
T21-20-2_S8_R1_001	chr21_41724413	5599	750
T21-20-2_S8_R1_001	chr21_41768876	3943	462
T21-20-2_S8_R1_001	chr21_41943683	3894	508
T21-20-2_S8_R1_001	chr21_42090223	4218	552
T21-20-2_S8_R1_001	chr21_42138015	5070	665
T21-20-2_S8_R1_001	chr21_42219346	5201	722
T21-20-2_S8_R1_001	chr21_42254610	3873	667
T21-20-2_S8_R1_001	chr21_42344471	4526	630
T21-20-2_S8_R1_001	chr21_42360636	3842	525
T21-20-2_S8_R1_001	chr21_42658507	5175	747
T21-20-2_S8_R1_001	chr21_43273281	5166	694
T21-20-2_S8_R1_001	chr21_43303475	4507	705
T21-20-2_S8_R1_001	chr21_43319469	5080	676
T21-20-2_S8_R1_001	chr21_43770202	4360	627
T21-20-2_S8_R1_001	chr21_43812691	3379	570
T21-20-2_S8_R1_001	chr21_43856906	4940	633
T21-20-2_S8_R1_001	chr21_43957875	4237	640
T21-20-2_S8_R1_001	chr21_43982821	4008	745
T21-20-2_S8_R1_001	chr21_44326763	4404	679
T21-20-2_S8_R1_001	chr21_44504844	4421	596
T21-20-2_S8_R1_001	chr21_44527351	4110	557
T21-20-2_S8_R1_001	chr21_44664502	4594	550
T21-20-2_S8_R1_001	chr21_44708346	4356	571
T21-20-2_S8_R1_001	chr21_44711236	4607	670
T21-20-2_S8_R1_001	chr21_44771421	4510	586
T21-20-2_S8_R1_001	chr21_44855283	4584	620
T21-20-2_S8_R1_001	chr21_45027814	4446	538
T21-20-2_S8_R1_001	chr21_45056373	4337	570
T21-20-2_S8_R1_001	chr2_145245523	4145	491
T21-20-2_S8_R1_001	chr21_45254594	1676	210
T21-20-2_S8_R1_001	chr21_45282802	4663	693
T21-20-2_S8_R1_001	chr21_45828339	4228	648
T21-20-2_S8_R1_001	chr21_45982832	4482	653
T21-20-2_S8_R1_001	chr21_46125933	4604	648
T21-20-2_S8_R1_001	chr21_46126070	123	20
T21-20-2_S8_R1_001	chr21_46370078	4644	578
T21-20-2_S8_R1_001	chr21_46377989	4040	599
T21-20-2_S8_R1_001	chr21_46415136	4044	523
T21-20-2_S8_R1_001	chr21_46667540	3960	557
T21-20-2_S8_R1_001	chr2_152334950	3933	496
T21-20-2_S8_R1_001	chr2_15474108	4248	735
T21-20-2_S8_R1_001	chr2_158212563	4371	582
T21-20-2_S8_R1_001	chr2_163017782	3481	488
T21-20-2_S8_R1_001	chr2_167231349	3862	478
T21-20-2_S8_R1_001	chr2_17124032	3836	558
T21-20-2_S8_R1_001	chr2_176099389	3738	548
T21-20-2_S8_R1_001	chr2_177249947	3487	459
T21-20-2_S8_R1_001	chr2_178250714	3417	446
T21-20-2_S8_R1_001	chr2_17931415	4039	499
T21-20-2_S8_R1_001	chr2_190246811	4287	517
T21-20-2_S8_R1_001	chr2_190952120	3022	442
T21-20-2_S8_R1_001	chr2_19240391	3750	479
T21-20-2_S8_R1_001	chr2_197051977	3725	475
T21-20-2_S8_R1_001	chr2_198064874	3392	426
T21-20-2_S8_R1_001	chr2_199463719	4100	598
T21-20-2_S8_R1_001	chr2_202868115	3903	483
T21-20-2_S8_R1_001	chr2_20646683	3525	504
T21-20-2_S8_R1_001	chr2_21608302	3243	501
T21-20-2_S8_R1_001	chr2_216848171	3970	547
T21-20-2_S8_R1_001	chr2_218819411	3550	438
T21-20-2_S8_R1_001	chr2_223957413	5071	746
T21-20-2_S8_R1_001	chr2_225082160	4155	513
T21-20-2_S8_R1_001	chr2_227759997	4058	584
T21-20-2_S8_R1_001	chr2_230722965	3927	481
T21-20-2_S8_R1_001	chr2_232372794	209	32
T21-20-2_S8_R1_001	chr2_233308485	4923	588
T21-20-2_S8_R1_001	chr2_23401307	3686	755
T21-20-2_S8_R1_001	chr2_235577831	3984	509
T21-20-2_S8_R1_001	chr2_237660339	3427	433
T21-20-2_S8_R1_001	chr2_238789650	3798	473
T21-20-2_S8_R1_001	chr2_239581665	4257	591
T21-20-2_S8_R1_001	chr2_240800370	4587	671
T21-20-2_S8_R1_001	chr2_24425782	4057	719
T21-20-2_S8_R1_001	chr2_24739837	3762	459
T21-20-2_S8_R1_001	chr2_2795811	3318	489
T21-20-2_S8_R1_001	chr2_30766193	4824	677
T21-20-2_S8_R1_001	chr2_31198935	4366	577
T21-20-2_S8_R1_001	chr2_3323538	3595	501
T21-20-2_S8_R1_001	chr2_39665236	3698	478
T21-20-2_S8_R1_001	chr2_42844903	3924	496
T21-20-2_S8_R1_001	chr2_46512548	4229	588
T21-20-2_S8_R1_001	chr2_47653669	3519	439
T21-20-2_S8_R1_001	chr2_59344696	3783	615
T21-20-2_S8_R1_001	chr2_68077544	3673	485
T21-20-2_S8_R1_001	chr2_70411829	4772	645
T21-20-2_S8_R1_001	chr2_71830719	3700	443
T21-20-2_S8_R1_001	chr2_78404591	4366	536
T21-20-2_S8_R1_001	chr2_82461489	3912	463
T21-20-2_S8_R1_001	chr2_88350766	3906	529
T21-20-2_S8_R1_001	chr2_94878207	3383	447
T21-20-2_S8_R1_001	chr2_96661714	3905	497
T21-20-2_S8_R1_001	chr3_10115503	3243	447
T21-20-2_S8_R1_001	chr3_102471124	4006	528
T21-20-2_S8_R1_001	chr3_108590104	3631	497
T21-20-2_S8_R1_001	chr3_115933119	3859	522
T21-20-2_S8_R1_001	chr3_11643325	4777	632
T21-20-2_S8_R1_001	chr3_123028610	4287	583
T21-20-2_S8_R1_001	chr3_126158628	4306	548
T21-20-2_S8_R1_001	chr3_128496786	4514	641
T21-20-2_S8_R1_001	chr3_129975369	4053	586
T21-20-2_S8_R1_001	chr3_13021664	4632	603
T21-20-2_S8_R1_001	chr3_132904228	3704	473
T21-20-2_S8_R1_001	chr3_135013488	3934	502
T21-20-2_S8_R1_001	chr3_138920203	4153	541
T21-20-2_S8_R1_001	chr3_139536560	5044	580
T21-20-2_S8_R1_001	chr3_141077108	4482	567
T21-20-2_S8_R1_001	chr3_142579019	3519	477
T21-20-2_S8_R1_001	chr3_14401969	3934	470
T21-20-2_S8_R1_001	chr3_14729485	4056	527
T21-20-2_S8_R1_001	chr3_147405373	3944	724
T21-20-2_S8_R1_001	chr3_150409527	3891	583
T21-20-2_S8_R1_001	chr3_15332827	3484	415
T21-20-2_S8_R1_001	chr3_155744602	4347	591
T21-20-2_S8_R1_001	chr3_158103833	3896	485
T21-20-2_S8_R1_001	chr3_16878779	3669	521
T21-20-2_S8_R1_001	chr3_169661783	3277	410
T21-20-2_S8_R1_001	chr3_171977552	3743	598
T21-20-2_S8_R1_001	chr3_178480430	3487	453
T21-20-2_S8_R1_001	chr3_182242046	3819	510
T21-20-2_S8_R1_001	chr3_184260793	4137	511
T21-20-2_S8_R1_001	chr3_186000600	4213	533
T21-20-2_S8_R1_001	chr3_188214075	4008	520
T21-20-2_S8_R1_001	chr3_194304458	3710	527
T21-20-2_S8_R1_001	chr3_195867678	1828	235
T21-20-2_S8_R1_001	chr3_20111719	4218	521
T21-20-2_S8_R1_001	chr3_24182831	4093	499
T21-20-2_S8_R1_001	chr3_25782941	4298	593
T21-20-2_S8_R1_001	chr3_27720641	3747	480
T21-20-2_S8_R1_001	chr3_3027789	4272	539
T21-20-2_S8_R1_001	chr3_32238102	3649	483
T21-20-2_S8_R1_001	chr3_32384446	4311	638
T21-20-2_S8_R1_001	chr3_3731695	2016	253
T21-20-2_S8_R1_001	chr3_40453126	5204	647
T21-20-2_S8_R1_001	chr3_43290099	4386	572
T21-20-2_S8_R1_001	chr3_45046133	3902	516
T21-20-2_S8_R1_001	chr3_46488803	4060	535
T21-20-2_S8_R1_001	chr3_47282335	3853	545
T21-20-2_S8_R1_001	chr3_4867857	4010	546
T21-20-2_S8_R1_001	chr3_49014085	3826	517
